City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,fukuecho,32.6881,128.8419,29.2,84,75,3.6,JP,1695176270
84,petropavlovsk-kamchatsky,53.0452,158.6483,9.33,100,100,6.0,RU,1695176270
85,vadso,70.0744,29.7487,5.49,81,100,6.17,NO,1695176270
86,mossel bay,-34.1831,22.146,13.96,80,83,9.43,ZA,1695176270
87,cidreira,-30.1811,-50.2056,18.12,97,77,5.08,BR,1695176271
88,afaahiti,-17.75,-149.2833,25.93,75,96,7.21,PF,1695176271
89,katsuura,35.1333,140.3,28.45,76,100,6.98,JP,1695176001
90,iqaluit,63.7506,-68.5145,-0.15,80,75,0.0,CA,1695176271
91,ratnagiri,16.9833,73.3,26.18,87,85,2.64,IN,1695176271
92,chibougamau,49.9168,-74.3659,12.79,76,100,2.57,CA,1695176239
93,mount pearl,47.5166,-52.7813,15.25,98,100,8.23,CA,1695176272
94,bredasdorp,-34.5322,20.0403,11.67,73,0,7.48,ZA,1695176272
95,tiksi,71.6872,128.8694,2.74,71,85,4.78,RU,1695176272
96,port saint john's,-31.6229,29.5448,18.02,87,0,4.49,ZA,1695176272
97,korla,41.7597,86.1469,21.7,31,67,1.19,CN,1695176272
98,aleg,17.0481,-13.9209,33.49,42,30,4.96,MR,1695176272
99,borogontsy,62.6683,131.1683,4.48,42,0,2.43,RU,1695176273
100,nova vicosa,-17.8919,-39.3719,23.25,84,50,4.44,BR,1695176273
101,marquette,46.5333,-87.6335,12.8,84,68,3.91,US,1695176273
102,hammerfest,70.6634,23.6821,4.25,87,100,7.2,NO,1695176273
103,qaqortoq,60.7167,-46.0333,3.31,78,100,3.17,GL,1695176273
104,tralee,52.2704,-9.7026,14.63,89,100,8.91,IE,1695176273
105,deqen,29.9618,90.7188,8.56,92,99,0.66,CN,1695176274
106,bhamo,24.2667,97.2333,25.41,96,100,0.21,MM,1695176274
107,sao joao do piaui,-8.3581,-42.2467,27.36,52,0,3.69,BR,1695176274
108,labuan,5.2767,115.2417,27.2,94,20,1.03,MY,1695176274
109,puerto ayora,-0.7393,-90.3518,23.64,95,49,0.89,EC,1695176274
110,shalqar,47.8333,59.6,13.85,66,3,3.69,KZ,1695176274
111,dauphin,51.1494,-100.0502,16.08,77,75,2.06,CA,1695176275
112,zakamensk,50.3741,103.2863,11.56,70,6,0.63,RU,1695176275
113,isafjordur,66.0755,-23.124,5.61,76,98,15.78,IS,1695176275
114,tindouf,27.6711,-8.1474,26.25,44,40,2.06,DZ,1695176275
115,la gi,10.6667,107.7833,28.83,77,67,2.81,VN,1695176275
116,papatowai,-46.5619,169.4708,21.35,34,38,6.31,NZ,1695176275
117,avarua,-21.2078,-159.775,22.03,64,100,3.09,CK,1695176276
118,tomohon,1.3346,124.8392,27.52,64,62,1.62,ID,1695176276
119,hawaiian paradise park,19.5933,-154.9731,28.74,78,100,2.06,US,1695176276
120,utrik,11.2278,169.8474,28.71,73,84,5.64,MH,1695176276
121,naliya,23.2667,68.8333,24.47,95,100,9.98,IN,1695176277
122,mount gambier,-37.8333,140.7667,12.36,60,100,5.88,AU,1695176277
123,port alfred,-33.5906,26.891,13.99,92,99,1.34,ZA,1695176277
124,praia da vitoria,38.7333,-27.0667,23.2,88,75,6.82,PT,1695176277
125,la ronge,55.1001,-105.2842,14.14,51,100,1.03,CA,1695176277
126,kill devil hills,36.0307,-75.676,22.21,74,0,0.0,US,1695176278
127,pingliang,35.5392,106.6861,15.73,69,100,0.96,CN,1695176278
128,sovetskiy,61.3614,63.5842,4.94,78,88,2.24,RU,1695176278
129,santa eularia des riu,38.9846,1.5341,19.06,88,100,6.69,ES,1695176278
130,namibe,-15.1961,12.1522,16.26,90,44,3.32,AO,1695176278
131,passa quatro,-22.3903,-44.9667,17.65,52,7,0.28,BR,1695176278
132,alofi,-19.0595,-169.9187,24.94,53,75,8.75,NU,1695176121
133,jamestown,42.097,-79.2353,13.17,86,0,2.57,US,1695176159
134,chinde,26.8418,88.0763,19.04,81,93,1.58,NP,1695176279
135,st. john's,47.5649,-52.7093,15.71,97,100,6.69,CA,1695176072
136,hasaki,35.7333,140.8333,30.22,76,100,3.6,JP,1695176279
137,dakhla,23.6848,-15.958,20.81,82,14,11.1,EH,1695176279
138,alexandria,31.2156,29.9553,24.67,71,0,4.94,EG,1695176193
139,sechura,-5.5569,-80.8222,20.79,80,12,6.43,PE,1695176280
140,shingu,33.7333,135.9833,30.11,64,100,2.2,JP,1695176280
141,smara,26.7384,-11.6719,19.66,81,16,5.7,EH,1695176280
142,ta`u,-14.2336,-169.5144,26.0,67,100,10.52,AS,1695176280
143,kristiansand,58.1467,7.9956,11.59,99,100,1.54,NO,1695176280
144,ilulissat,69.2167,-51.1,-1.99,69,13,0.0,GL,1695176281
145,saldanha,-33.0117,17.9442,12.94,77,0,2.25,ZA,1695176281
146,arkhangel'sk,64.5401,40.5433,11.67,93,100,5.44,RU,1695176281
147,nar'yan-mar,67.6713,53.087,5.42,92,100,3.49,RU,1695176281
148,albertina,-22.2008,-46.6158,20.91,32,6,1.98,BR,1695176281
149,kencong,-8.2833,113.3667,27.53,62,8,2.61,ID,1695176281
150,braniewo,54.3797,19.8196,14.41,64,99,6.69,PL,1695176282
151,ghormach,35.7306,63.7826,16.9,32,0,2.54,AF,1695176282
152,brak,27.5496,14.2714,23.86,40,0,4.39,LY,1695176282
153,peace river,56.2501,-117.286,10.17,66,100,3.6,CA,1695176282
154,cadale,2.7603,46.3222,25.36,86,100,6.89,SO,1695176282
155,vorkuta,67.5,64.0,4.15,96,100,11.39,RU,1695176282
156,dudinka,69.4058,86.1778,4.79,91,100,10.67,RU,1695176283
157,filadelfia,39.9523,-75.1638,17.79,79,0,0.0,US,1695176283
158,westport,41.1415,-73.3579,18.48,79,0,2.06,US,1695176192
159,ukiah,39.1502,-123.2078,25.94,53,0,0.0,US,1695175998
160,luganville,-15.5333,167.1667,27.86,78,36,5.03,VU,1695176283
161,swan hill,-35.3378,143.5544,20.63,41,47,8.02,AU,1695176283
162,suva,-18.1416,178.4415,26.71,65,40,6.69,FJ,1695176284
163,san antonio de pale,-1.4014,5.6325,24.3,85,100,5.43,GQ,1695176284
164,remire-montjoly,4.9167,-52.2667,25.02,88,0,0.0,GF,1695176284
165,ocean shores,46.9737,-124.1563,16.08,95,100,7.72,US,1695176284
166,hotan,37.0997,79.9269,20.84,28,53,2.76,CN,1695176284
167,wiwili,13.6268,-85.8254,26.1,72,100,1.32,NI,1695176285
168,enewetak,11.3474,162.3373,26.67,79,100,3.61,MH,1695176285
169,joaquin v. gonzalez,-25.0833,-64.1833,17.64,48,0,1.79,AR,1695176285
170,uturoa,-16.7333,-151.4333,24.5,73,75,9.07,PF,1695176285
171,colonia,50.9333,6.95,18.36,77,0,5.14,DE,1695176285
172,saint-joseph,-21.3667,55.6167,21.21,76,26,4.87,RE,1695176285
173,olonkinbyen,70.9221,-8.7187,4.09,71,93,7.35,SJ,1695176285
174,cabo san lucas,22.8909,-109.9124,31.61,69,0,5.66,MX,1695176286
175,porto velho,-8.7619,-63.9039,26.03,78,75,6.69,BR,1695176286
176,howrah,22.5892,88.3103,27.0,89,75,3.6,IN,1695176286
177,santa cruz del sur,20.7147,-77.9956,27.53,79,41,2.29,CU,1695176286
178,maralal,1.0968,36.698,16.59,72,93,1.24,KE,1695176286
179,ribeira grande,38.5167,-28.7,23.55,90,94,8.3,PT,1695176286
180,rajgarh,28.6333,75.3833,28.93,68,30,3.92,IN,1695176205
181,rahuri,19.3833,74.65,23.95,80,79,4.67,IN,1695176287
182,severo-yeniseyskiy,60.3725,93.0408,6.66,67,35,1.21,RU,1695176287
183,igrim,63.1906,64.4162,7.79,64,100,3.13,RU,1695176287
184,sinop,41.7711,34.8709,12.57,61,0,2.16,TR,1695176287
185,kununurra,-15.7667,128.7333,30.99,45,61,2.57,AU,1695176287
186,nuuk,64.1835,-51.7216,2.34,75,100,2.06,GL,1695176229
187,raduzhny,62.0961,77.475,10.03,96,90,3.12,RU,1695176288
188,qalat,32.1058,66.9083,20.28,16,2,1.03,AF,1695176288
189,poso,-1.3959,120.7524,30.38,59,73,1.44,ID,1695176288
190,college,64.8569,-147.8028,9.99,61,75,3.09,US,1695176288
191,al kharijah,25.4514,30.5464,25.49,34,0,3.33,EG,1695176289
192,wundanyi,-3.4019,38.364,14.45,87,18,2.03,KE,1695176289
193,kaoma,-14.7833,24.8,18.04,32,28,2.75,ZM,1695176289
194,mazamari,-11.3258,-74.5308,20.9,97,58,0.94,PE,1695176289
195,kashgar,39.4547,75.9797,20.56,40,20,2.0,CN,1695176289
196,trail,49.0998,-117.7022,13.16,65,91,1.66,CA,1695176135
197,yatou,37.15,122.3833,19.4,75,100,9.11,CN,1695176290
198,hithadhoo,-0.6,73.0833,27.95,78,31,6.01,MV,1695176290
199,pankrushikha,53.8319,80.3406,13.49,76,66,1.24,RU,1695176290
200,antonio enes,-16.2325,39.9086,22.25,88,10,0.75,MZ,1695176290
201,leo,11.1,-2.1,23.11,88,14,0.49,BF,1695176290
202,vila velha,-20.3297,-40.2925,23.97,85,40,4.12,BR,1695176290
203,sambava,-14.2667,50.1667,21.82,86,59,4.23,MG,1695176291
204,bikenibeu village,1.3673,173.1241,29.98,84,75,2.57,KI,1695176291
205,busan,35.1028,129.0403,24.99,78,100,0.51,KR,1695176291
206,tazovsky,67.4667,78.7,5.93,89,100,7.96,RU,1695176291
207,parras de la fuente,25.4167,-102.1833,24.69,37,0,6.59,MX,1695176291
208,jertih,5.7336,102.4897,28.86,74,75,0.79,MY,1695176291
209,lihue,21.9789,-159.3672,29.58,69,20,7.2,US,1695176292
210,quellon,-43.1167,-73.6167,4.82,73,2,5.1,CL,1695176237
211,kailua-kona,19.6406,-155.9956,29.72,72,40,3.6,US,1695176192
212,fort mcmurray,56.7268,-111.381,12.77,54,27,2.06,CA,1695176121
213,aginskoye,51.1,114.53,17.47,37,71,5.61,RU,1695176292
214,tolanaro,-25.0319,46.9987,19.9,91,3,5.49,MG,1695176292
215,yeroham,30.9872,34.9314,20.49,90,0,3.81,IL,1695176292
216,koungheul,13.9833,-14.8,23.68,98,99,2.45,SN,1695176293
217,mumbwa,-14.9783,27.0619,19.03,42,1,2.5,ZM,1695176293
218,geraldton,-28.7667,114.6,21.23,56,0,5.14,AU,1695176293
219,hancheng,32.5186,112.3522,20.01,75,100,5.64,CN,1695176293
220,invercargill,-46.4,168.35,23.34,37,4,10.73,NZ,1695176293
221,chegdomyn,51.1167,133.0167,9.45,47,25,2.76,RU,1695176293
222,chernyshevskiy,63.0128,112.4714,3.78,93,100,4.49,RU,1695176294
223,ariquemes,-9.9133,-63.0408,27.98,59,70,1.31,BR,1695176294
224,blagoveshchensk,50.2667,127.5333,11.34,35,0,4.0,RU,1695176294
225,cooper's town,26.8667,-77.5167,28.72,72,97,4.81,BS,1695176294
226,taghazout,30.5426,-9.7112,18.43,86,1,2.43,MA,1695176294
227,uchiza,-8.4592,-76.4633,20.62,97,66,1.19,PE,1695176294
228,alaghsas,17.0187,8.0168,31.71,18,3,2.76,NE,1695176295
229,fale old settlement,-9.3852,-171.2468,28.47,76,99,8.66,TK,1695176295
230,miyako,39.6367,141.9525,26.25,64,100,0.72,JP,1695176295
231,abuyog,10.6667,125.05,31.21,62,7,1.64,PH,1695176295
232,riobamba,-1.6667,-78.6333,9.34,94,83,1.8,EC,1695176284
233,tromso,69.6496,18.957,6.01,65,100,9.77,NO,1695176295
234,mount isa,-20.7333,139.5,33.87,16,7,3.09,AU,1695176296
235,coquimbo,-29.9533,-71.3436,13.57,85,3,1.64,CL,1695175996
236,itanhandu,-22.2958,-44.9347,18.08,51,8,0.82,BR,1695176296
237,lycksele,64.5954,18.6735,7.93,93,75,1.03,SE,1695176296
238,saint-philippe,-21.3585,55.7679,21.77,81,39,5.26,RE,1695176296
239,ghazni,33.5536,68.4269,16.59,54,0,1.65,AF,1695176296
240,pajapan,18.25,-94.7,26.09,84,5,2.3,MX,1695176297
241,borivli,19.2333,72.85,26.95,94,75,2.57,IN,1695176297
242,sakaiminato,35.55,133.2333,27.99,69,75,1.54,JP,1695176297
243,zaozersk,69.4005,32.4476,3.55,78,100,8.06,RU,1695176297
244,dzerzhinsk,56.2389,43.4631,13.9,67,0,4.0,RU,1695176297
245,shiqian,27.5225,108.2281,27.64,74,100,1.95,CN,1695176297
246,rongelap,11.1635,166.8941,27.96,81,91,4.4,MH,1695176297
247,saipan,15.1355,145.701,32.39,70,40,8.75,MP,1695176298
248,oamaru,-45.0784,170.9801,21.39,40,100,7.73,NZ,1695176298
249,kannod,22.6667,76.7333,25.05,88,79,0.96,IN,1695176298
250,tchintabaraden,15.8969,5.7985,30.22,47,37,3.74,NE,1695176298
251,polyarnyy,69.1989,33.4478,3.93,78,100,8.2,RU,1695176298
252,abepura,-2.6333,140.5833,31.45,58,20,2.57,ID,1695176298
253,cape coast,5.1053,-1.2466,24.28,94,100,3.15,GH,1695176299
254,port douglas,-16.4833,145.4667,25.16,71,35,3.16,AU,1695176299
255,sao felix do xingu,-6.6447,-51.995,25.28,59,34,0.55,BR,1695176299
256,wailua homesteads,22.0669,-159.378,29.24,70,20,7.2,US,1695176299
257,xai-xai,-25.0519,33.6442,19.51,84,7,4.78,MZ,1695176299
258,holstebro,56.3601,8.6161,17.23,89,100,9.69,DK,1695176299
259,san ignacio,17.1561,-89.0714,25.08,94,75,2.06,BZ,1695176300
260,kurchatov,51.6601,35.6521,11.23,57,35,3.54,RU,1695176300
261,motueka,-41.1333,173.0167,18.94,59,100,1.9,NZ,1695176300
262,kindu,-2.95,25.95,20.82,96,100,0.98,CD,1695176300
263,morozovsk,48.3539,41.8261,14.96,53,10,2.79,RU,1695176300
264,pimentel,-6.8367,-79.9342,21.16,78,0,5.14,PE,1695176301
265,ofunato,39.0717,141.7167,27.15,63,100,3.45,JP,1695176301
266,ganye,8.4333,12.0667,21.01,88,100,0.97,NG,1695176301
267,yinchuan,38.4681,106.2731,19.66,46,100,1.88,CN,1695176301
268,guerrero,17.6667,-100.0,20.1,96,29,1.81,MX,1695176226
269,aykhal,66.0,111.5,0.41,98,100,9.65,RU,1695176301
270,qui nhon,13.7667,109.2333,29.21,74,22,1.08,VN,1695176302
271,taulaga,-11.0553,-171.0883,27.36,78,55,10.6,AS,1695176302
272,benguela,-12.5763,13.4055,21.15,88,64,3.04,AO,1695176302
273,armacao de buzios,-22.7469,-41.8817,22.03,87,0,7.03,BR,1695176302
274,sosnovo-ozerskoye,52.5249,111.5418,12.29,51,90,4.31,RU,1695176302
275,sao vicente,-23.9631,-46.3919,24.1,26,92,0.45,BR,1695176278
276,puerto madryn,-42.7692,-65.0385,6.33,60,0,5.38,AR,1695176290
277,nizhnesortymskiy,62.4397,71.7603,6.96,75,46,4.13,RU,1695176303
278,murray bridge,-35.1167,139.2667,15.62,46,59,8.92,AU,1695176303
279,culfa,38.9558,45.6308,16.93,72,0,2.27,AZ,1695176303
280,koryazhma,61.3143,47.1691,8.28,75,100,4.96,RU,1695176303
281,kuala belait,4.5833,114.1833,29.09,71,98,1.03,BN,1695176304
282,anshun,26.25,105.9333,21.67,86,100,4.33,CN,1695176304
283,san rafael,-34.6177,-68.3301,12.58,37,0,5.21,AR,1695176304
284,juva,56.4368,57.9478,3.4,91,86,1.11,RU,1695176304
285,essaouira,31.5125,-9.77,19.72,72,0,3.09,MA,1695176304
286,longgang,37.6508,120.3286,22.96,49,0,12.02,CN,1695176304
287,badger,64.8,-147.5333,9.95,61,20,3.09,US,1695176202
288,antigonish,45.6169,-61.9986,17.12,94,47,5.39,CA,1695176305
289,corner brook,48.9667,-57.9484,14.02,92,100,5.8,CA,1695176108
290,christchurch,-43.5333,172.6333,23.01,45,100,9.26,NZ,1695175926
291,shimo-furano,43.35,142.3833,20.22,82,100,5.05,JP,1695176305
292,mulanje,-16.0316,35.5,20.17,60,1,2.18,MW,1695176305
293,pangody,65.85,74.4859,6.1,79,100,7.3,RU,1695176306
294,kayes,14.0,-11.0,24.92,85,100,2.2,ML,1695176306
295,pemba,-12.974,40.5178,23.39,94,20,1.54,MZ,1695176306
296,zeya,53.75,127.2667,9.6,30,8,2.42,RU,1695176306
297,ozernyy,55.5802,32.4127,14.61,56,97,3.83,RU,1695176306
298,melfort,52.8667,-104.6177,10.07,66,100,2.06,CA,1695176162
299,canutama,-6.5339,-64.3831,29.51,39,70,1.17,BR,1695176306
300,nieuw amsterdam,5.8833,-55.0833,27.23,85,100,2.33,SR,1695176307
301,yuzhno-kurilsk,44.0306,145.8556,20.21,61,100,4.81,RU,1695176307
302,kiruna,67.8557,20.2251,-1.49,100,100,5.66,SE,1695176307
303,camamu,-13.9447,-39.1039,22.25,86,68,2.0,BR,1695176307
304,machachi,-0.5,-78.5667,10.72,86,35,2.81,EC,1695176307
305,quinte west,44.1834,-77.5662,14.15,62,0,2.57,CA,1695176307
306,isabela,6.7085,121.9711,31.03,73,70,0.27,PH,1695176284
307,enshi,30.3,109.4833,21.29,98,100,4.37,CN,1695176308
308,fuyuan,46.4333,127.0833,12.24,45,0,2.72,CN,1695176308
309,semibratovo,57.3046,39.5369,11.92,78,0,4.82,RU,1695176308
310,saint-pierre,-21.3393,55.4781,21.82,60,40,2.57,RE,1695176309
311,atafu village,-8.5421,-172.5159,27.91,78,100,5.99,TK,1695176309
312,sao tome,0.3365,6.7273,25.31,86,100,4.19,ST,1695176309
313,bandarbeyla,9.4942,50.8122,25.76,78,41,10.25,SO,1695176309
314,anadyr,64.75,177.4833,7.28,52,0,3.0,RU,1695176309
315,tura,25.5198,90.2201,24.98,91,99,1.57,IN,1695176309
316,howard springs,-12.497,131.047,31.04,55,45,2.32,AU,1695176310
317,gorontalo,0.5412,123.0595,31.31,52,16,4.08,ID,1695176310
318,malindi,-3.2175,40.1191,24.63,81,7,5.86,KE,1695176310
319,vilyuchinsk,52.9306,158.4028,10.15,98,100,8.16,RU,1695176310
320,udachny,66.4167,112.4,1.92,100,100,7.27,RU,1695176310
321,takoradi,4.8845,-1.7554,24.43,93,100,2.57,GH,1695176310
322,choele choel,-39.2667,-65.6833,8.2,77,100,10.22,AR,1695176258
323,horta,38.5333,-28.6333,23.09,91,90,7.77,PT,1695176311
324,nova sintra,14.8667,-24.7167,24.03,86,92,1.92,CV,1695176311
325,mirny,62.5353,113.9611,5.13,86,100,4.92,RU,1695176311
326,pisco,-13.7,-76.2167,18.03,88,5,4.63,PE,1695176311
327,buon ma thuot,12.6667,108.05,27.63,71,86,1.15,VN,1695176311
328,chardara,41.2547,67.9692,18.84,50,52,2.55,KZ,1695176312
329,maragogi,-9.0122,-35.2225,23.75,87,21,4.13,BR,1695176312
330,venice,27.0998,-82.4543,26.02,96,75,4.63,US,1695176312
331,suileng,47.25,127.0833,11.25,49,0,2.8,CN,1695176312
332,east london,-33.0153,27.9116,16.53,85,100,6.62,ZA,1695176312
333,acapulco de juarez,16.8634,-99.8901,28.9,79,75,2.57,MX,1695176259
334,flying fish cove,-10.4217,105.6791,25.82,78,100,6.69,CX,1695176313
335,kabalo,-6.05,26.9167,22.92,82,14,1.11,CD,1695176175
336,cururupu,-1.8283,-44.8683,24.17,94,9,1.41,BR,1695176313
337,yanam,16.7333,82.2167,25.55,92,100,1.72,IN,1695176313
338,gujo,35.7369,136.9585,28.82,61,93,1.54,JP,1695176313
339,sorong,-0.8833,131.25,29.21,64,86,3.89,ID,1695176314
340,arkalyk,50.2486,66.9114,13.13,77,100,0.37,KZ,1695176314
341,tarawa,1.419,172.984,30.05,84,75,2.57,KI,1695176314
342,prince george,53.9166,-122.753,9.58,83,75,2.06,CA,1695176314
343,bako,5.7833,36.5667,17.77,77,86,1.99,ET,1695176314
344,necochea,-38.5473,-58.7368,6.55,87,100,4.44,AR,1695176239
345,lethem,3.3803,-59.7968,30.1,48,100,2.48,GY,1695176314
346,zouerate,22.7187,-12.4521,29.49,34,39,6.69,MR,1695176314
347,nabire,-3.3667,135.4833,30.1,63,77,2.12,ID,1695176315
348,susangerd,31.5608,48.1831,28.9,16,0,3.31,IR,1695176315
349,lagunas,-5.2269,-75.6753,23.2,88,67,0.54,PE,1695176315
350,agadez,19.75,10.25,28.07,14,4,3.38,NE,1695176315
351,luderitz,-26.6481,15.1594,13.11,73,2,5.14,NA,1695176315
352,demmin,53.9076,13.0314,17.21,68,100,7.61,DE,1695176316
353,barra de santo antonio,-9.4047,-35.5072,24.6,86,53,3.88,BR,1695176316
354,chonchi,-42.6128,-73.8092,3.95,89,0,1.44,CL,1695176316
355,gadzhiyevo,69.2551,33.3362,4.0,76,100,8.36,RU,1695176316
356,baukau,51.5526,7.2042,18.31,66,100,0.89,DE,1695176316
357,khovd,48.0056,91.6419,11.76,40,2,1.14,MN,1695176316
358,ironwood,46.4547,-90.171,16.45,82,0,0.0,US,1695176317
359,salalah,17.0151,54.0924,27.05,94,75,2.06,OM,1695176317
360,mont-tremblant,46.1949,-74.6264,12.43,82,58,1.35,CA,1695176040
361,cestos city,5.46,-9.5828,24.85,90,81,2.54,LR,1695176317
362,antsiranana,-12.2787,49.2917,22.57,84,39,5.66,MG,1695176317
363,nizhniy kuranakh,58.8353,125.4869,5.81,46,97,1.6,RU,1695176317
364,kargopol',61.5071,38.9456,12.17,89,69,5.42,RU,1695176317
365,richards bay,-28.783,32.0377,21.52,80,100,5.27,ZA,1695176318
